Date,Time,Hour,Day_of_Week,Month,Is_Weekend,Junction_ID,Junction_Name,Road_Type,Traffic_Volume,Average_Speed,Vehicle_Count,Temperature,Humidity,Rainfall,Wind_Speed,Visibility,Holiday_Indicator,Festival_Indicator,Event_Type,Congestion_Level,Congestion_Label
2026-03-03,05:09:40,5,1,3,0,8,Tirunelveli (Deep South Bypass),Arterial,349,51.2,361,25.7,71,0.0,7.9,10.0,0,0,None,Low Traffic,0
2026-03-03,05:09:40,5,1,3,0,9,Kanyakumari (Southern Coastal Terminal),Local,179,43.2,183,25.7,71,0.0,7.9,10.0,0,0,None,Low Traffic,0
2026-03-03,06:09:40,6,1,3,0,1,Chennai (GST Highway Node),Highway,2771,58.9,3130,27.2,66,0.0,4.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,06:09:40,6,1,3,0,2,Kanchipuram (NH 4 Silk Corridor),Arterial,1400,33.6,1530,27.2,66,0.0,4.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,06:09:40,6,1,3,0,3,Vellore (NH 4 Bengaluru Highway),Highway,2074,43.6,2021,27.2,66,0.0,4.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,06:09:40,6,1,3,0,4,Salem (Central Highway Junction),Highway,2134,43.7,2367,27.2,66,0.0,4.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,06:09:40,6,1,3,0,5,Coimbatore (NH 544 Western Bypass),Highway,2320,49.7,2285,27.2,66,0.0,4.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,06:09:40,6,1,3,0,6,Trichy (GST Central Junction),Highway,1933,41.0,2032,27.2,66,0.0,4.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,06:09:40,6,1,3,0,7,Madurai (Southern Highway Ring),Highway,2406,37.6,2420,27.2,66,0.0,4.3,10.0,0,0,None,Heavy Traffic,2
2026-03-03,06:09:40,6,1,3,0,8,Tirunelveli (Deep South Bypass),Arterial,1495,36.9,1652,27.2,66,0.0,4.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,06:09:40,6,1,3,0,9,Kanyakumari (Southern Coastal Terminal),Local,1050,29.4,934,27.2,66,0.0,4.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,07:09:40,7,1,3,0,1,Chennai (GST Highway Node),Highway,2397,50.9,2687,34.0,69,0.0,10.2,10.0,0,0,None,Moderate Traffic,1
2026-03-03,07:09:40,7,1,3,0,2,Kanchipuram (NH 4 Silk Corridor),Arterial,1205,45.5,1307,34.0,69,0.0,10.2,10.0,0,0,None,Low Traffic,0
2026-03-03,07:09:40,7,1,3,0,3,Vellore (NH 4 Bengaluru Highway),Highway,1505,50.6,1486,34.0,69,0.0,10.2,10.0,0,0,None,Moderate Traffic,1
2026-03-03,07:09:40,7,1,3,0,4,Salem (Central Highway Junction),Highway,2228,38.9,2113,34.0,69,0.0,10.2,10.0,0,0,None,Moderate Traffic,1
2026-03-03,07:09:40,7,1,3,0,5,Coimbatore (NH 544 Western Bypass),Highway,2580,41.4,2333,34.0,69,0.0,10.2,10.0,0,0,None,Moderate Traffic,1
2026-03-03,07:09:40,7,1,3,0,6,Trichy (GST Central Junction),Highway,2091,39.9,2074,34.0,69,0.0,10.2,10.0,0,0,None,Moderate Traffic,1
2026-03-03,07:09:40,7,1,3,0,7,Madurai (Southern Highway Ring),Highway,2137,41.6,1929,34.0,69,0.0,10.2,10.0,0,0,None,Moderate Traffic,1
2026-03-03,07:09:40,7,1,3,0,8,Tirunelveli (Deep South Bypass),Arterial,1175,44.6,1127,34.0,69,0.0,10.2,10.0,0,0,None,Moderate Traffic,1
2026-03-03,07:09:40,7,1,3,0,9,Kanyakumari (Southern Coastal Terminal),Local,908,31.7,1009,34.0,69,0.0,10.2,10.0,0,0,None,Moderate Traffic,1
2026-03-03,08:09:40,8,1,3,0,1,Chennai (GST Highway Node),Highway,4721,26.0,4888,32.7,61,0.0,5.4,10.0,0,0,None,Heavy Traffic,2
2026-03-03,08:09:40,8,1,3,0,2,Kanchipuram (NH 4 Silk Corridor),Arterial,1904,28.7,2045,32.7,61,0.0,5.4,10.0,0,0,None,Heavy Traffic,2
2026-03-03,08:09:40,8,1,3,0,3,Vellore (NH 4 Bengaluru Highway),Highway,4062,17.2,3583,32.7,61,0.0,5.4,10.0,0,0,None,Severe Traffic,3
2026-03-03,08:09:40,8,1,3,0,4,Salem (Central Highway Junction),Highway,3156,27.6,2912,32.7,61,0.0,5.4,10.0,0,0,None,Heavy Traffic,2
2026-03-03,08:09:40,8,1,3,0,5,Coimbatore (NH 544 Western Bypass),Highway,3469,29.6,3073,32.7,61,0.0,5.4,10.0,0,0,None,Heavy Traffic,2
2026-03-03,08:09:40,8,1,3,0,6,Trichy (GST Central Junction),Highway,3695,21.1,3893,32.7,61,0.0,5.4,10.0,0,0,None,Heavy Traffic,2
2026-03-03,08:09:40,8,1,3,0,7,Madurai (Southern Highway Ring),Highway,3943,19.7,4045,32.7,61,0.0,5.4,10.0,0,0,None,Severe Traffic,3
2026-03-03,08:09:40,8,1,3,0,8,Tirunelveli (Deep South Bypass),Arterial,2412,16.6,2142,32.7,61,0.0,5.4,10.0,0,0,None,Severe Traffic,3
2026-03-03,08:09:40,8,1,3,0,9,Kanyakumari (Southern Coastal Terminal),Local,1575,19.0,1507,32.7,61,0.0,5.4,10.0,0,0,None,Heavy Traffic,2
2026-03-03,09:09:40,9,1,3,0,1,Chennai (GST Highway Node),Highway,4623,29.4,4170,31.1,65,0.0,5.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,09:09:40,9,1,3,0,2,Kanchipuram (NH 4 Silk Corridor),Arterial,2151,23.4,2462,31.1,65,0.0,5.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,09:09:40,9,1,3,0,3,Vellore (NH 4 Bengaluru Highway),Highway,2886,29.1,2601,31.1,65,0.0,5.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,09:09:40,9,1,3,0,4,Salem (Central Highway Junction),Highway,3775,20.1,3839,31.1,65,0.0,5.0,10.0,0,0,None,Severe Traffic,3
2026-03-03,09:09:40,9,1,3,0,5,Coimbatore (NH 544 Western Bypass),Highway,3911,27.6,3704,31.1,65,0.0,5.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,09:09:40,9,1,3,0,6,Trichy (GST Central Junction),Highway,2699,33.3,2490,31.1,65,0.0,5.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,09:09:40,9,1,3,0,7,Madurai (Southern Highway Ring),Highway,3578,21.8,3206,31.1,65,0.0,5.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,09:09:40,9,1,3,0,8,Tirunelveli (Deep South Bypass),Arterial,2236,18.8,1935,31.1,65,0.0,5.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,09:09:40,9,1,3,0,9,Kanyakumari (Southern Coastal Terminal),Local,1688,14.8,1563,31.1,65,0.0,5.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,10:09:40,10,1,3,0,1,Chennai (GST Highway Node),Highway,4980,27.5,5473,33.2,68,0.0,1.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,10:09:40,10,1,3,0,2,Kanchipuram (NH 4 Silk Corridor),Arterial,2441,19.9,2207,33.2,68,0.0,1.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,10:09:40,10,1,3,0,3,Vellore (NH 4 Bengaluru Highway),Highway,3466,21.5,3091,33.2,68,0.0,1.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,10:09:40,10,1,3,0,4,Salem (Central Highway Junction),Highway,3634,24.2,3267,33.2,68,0.0,1.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,10:09:40,10,1,3,0,5,Coimbatore (NH 544 Western Bypass),Highway,3989,29.2,3820,33.2,68,0.0,1.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,10:09:40,10,1,3,0,6,Trichy (GST Central Junction),Highway,3598,19.3,3939,33.2,68,0.0,1.0,10.0,0,0,None,Severe Traffic,3
2026-03-03,10:09:40,10,1,3,0,7,Madurai (Southern Highway Ring),Highway,2876,31.9,3089,33.2,68,0.0,1.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,10:09:40,10,1,3,0,8,Tirunelveli (Deep South Bypass),Arterial,1993,24.6,2231,33.2,68,0.0,1.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,10:09:40,10,1,3,0,9,Kanyakumari (Southern Coastal Terminal),Local,1413,20.8,1250,33.2,68,0.0,1.0,10.0,0,0,None,Heavy Traffic,2
2026-03-03,11:09:40,11,1,3,0,1,Chennai (GST Highway Node),Highway,3064,55.8,3426,34.3,67,0.0,8.0,10.0,0,0,None,Moderate Traffic,1
2026-03-03,11:09:40,11,1,3,0,2,Kanchipuram (NH 4 Silk Corridor),Arterial,1438,38.5,1356,34.3,67,0.0,8.0,10.0,0,0,None,Moderate Traffic,1
2026-03-03,11:09:40,11,1,3,0,3,Vellore (NH 4 Bengaluru Highway),Highway,1820,43.8,1963,34.3,67,0.0,8.0,10.0,0,0,None,Moderate Traffic,1
2026-03-03,11:09:40,11,1,3,0,4,Salem (Central Highway Junction),Highway,2249,41.2,2465,34.3,67,0.0,8.0,10.0,0,0,None,Moderate Traffic,1
2026-03-03,11:09:40,11,1,3,0,5,Coimbatore (NH 544 Western Bypass),Highway,2163,51.5,1987,34.3,67,0.0,8.0,10.0,0,0,None,Moderate Traffic,1
2026-03-03,11:09:40,11,1,3,0,6,Trichy (GST Central Junction),Highway,2340,39.3,2439,34.3,67,0.0,8.0,10.0,0,0,None,Moderate Traffic,1
2026-03-03,11:09:40,11,1,3,0,7,Madurai (Southern Highway Ring),Highway,2279,38.3,2061,34.3,67,0.0,8.0,10.0,0,0,None,Moderate Traffic,1
2026-03-03,11:09:40,11,1,3,0,8,Tirunelveli (Deep South Bypass),Arterial,1424,35.7,1381,34.3,67,0.0,8.0,10.0,0,0,None,Moderate Traffic,1
2026-03-03,11:09:40,11,1,3,0,9,Kanyakumari (Southern Coastal Terminal),Local,977,27.6,978,34.3,67,0.0,8.0,10.0,0,0,None,Moderate Traffic,1
2026-03-03,12:09:40,12,1,3,0,1,Chennai (GST Highway Node),Highway,3266,47.1,3469,33.6,65,0.0,7.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,12:09:40,12,1,3,0,2,Kanchipuram (NH 4 Silk Corridor),Arterial,1330,42.6,1372,33.6,65,0.0,7.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,12:09:40,12,1,3,0,3,Vellore (NH 4 Bengaluru Highway),Highway,1707,46.8,1955,33.6,65,0.0,7.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,12:09:40,12,1,3,0,4,Salem (Central Highway Junction),Highway,2631,35.7,2551,33.6,65,0.0,7.3,10.0,0,0,None,Heavy Traffic,2
2026-03-03,12:09:40,12,1,3,0,5,Coimbatore (NH 544 Western Bypass),Highway,2142,45.6,2166,33.6,65,0.0,7.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,12:09:40,12,1,3,0,6,Trichy (GST Central Junction),Highway,2109,41.3,2012,33.6,65,0.0,7.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,12:09:40,12,1,3,0,7,Madurai (Southern Highway Ring),Highway,2350,36.6,2096,33.6,65,0.0,7.3,10.0,0,0,None,Heavy Traffic,2
2026-03-03,12:09:40,12,1,3,0,8,Tirunelveli (Deep South Bypass),Arterial,1180,39.2,1151,33.6,65,0.0,7.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,12:09:40,12,1,3,0,9,Kanyakumari (Southern Coastal Terminal),Local,1153,27.0,984,33.6,65,0.0,7.3,10.0,0,0,None,Moderate Traffic,1
2026-03-03,13:09:40,13,1,3,0,1,Chennai (GST Highway Node),Highway,3350,45.5,2914,32.0,67,0.0,6.2,10.0,0,0,None,Moderate Traffic,1
2026-03-03,13:09:40,13,1,3,0,2,Kanchipuram (NH 4 Silk Corridor),Arterial,1438,35.4,1609,32.0,67,0.0,6.2,10.0,0,0,None,Moderate Traffic,1
2026-03-03,13:09:40,13,1,3,0,3,Vellore (NH 4 Bengaluru Highway),Highway,1845,43.2,1880,32.0,67,0.0,6.2,10.0,0,0,None,Moderate Traffic,1
